,text,likes,Date,Time,confidence,language,script
28957,bhai plz remove pakistani people  it is better to write pakistan government,0,2025-05-31,09:33:50,[0.9026484],English,Roman
28958,,0,2025-05-31,09:33:50,[0.9875925],Haitian Creole,Roman
28959,"brother tumne jada india ko respond kiya pakistan ko jada nhi kiya?
i love your video but ap ne kaha pakistani peoples ko respond duga but usse jyada india ko criticize kiya apne",0,2025-05-31,09:33:51,[0.41628468],English,Roman
28960,dhruv rathee respect button,0,2025-05-31,09:33:52,[0.34929547],English,Roman
28961,-   ?,0,2025-05-31,09:33:53,[0.7993305],French,Roman
28962,we can understand the pain of defeat you feel especially the shameful defeat in air combat,0,2025-05-31,09:33:54,[0.98368806],English,Roman
28963,,0,2025-05-31,09:33:57,[0.9875925],Haitian Creole,Roman
28964,pakistan kus bhi vepar nahi karan chiye,0,2025-05-31,09:34:00,[0.17439312],English,Roman
28965,next video on bihar ucch jati devlop aayog ke upar @dhruvrathee,0,2025-05-31,09:34:00,[0.51674575],English,Roman
28966,"we appreciate your outstanding work and want to assure you that we value your efforts
despite some misinformation in the previous video, we're confident in your abilities and wish you continued success
best of luck, and warm regards from pakistan",0,2025-05-31,09:34:04,[0.9448371],English,Roman
28967,,0,2025-05-31,09:34:11,[0.9875925],Haitian Creole,Roman
28968,"your dad and mom were criticising each other when you entered the womb for sure, that’s why you became a criticiser",0,2025-06-03,10:01:36,[0.99343127],English,Roman
28969,your whole videos are best except against pakistan,0,2025-06-03,10:02:02,[0.9447212],English,Roman
28970,"in the video at very small point you target hindu people in the name of religion
during this conflict muslim people also support the pakistan, so why didn't you mention about them
your opinion are baised",0,2025-06-03,10:04:49,[0.98382854],English,Roman
28971,dhruv tu mera beta kyon nahin hua vaise mere bete bhi tujh jaise hi hain bus tu mera bada beta ban ja,0,2025-06-03,10:05:08,[0.07578152],French,Roman
28972,nice video bhai,0,2025-05-31,09:33:33,[0.6733898],English,Roman
28973,you gret sir,0,2025-05-31,09:33:34,[0.8276371],English,Roman
28974,19:12  victim mat khel,0,2025-05-31,09:33:34,[0.542513],English,Roman
28975,"""this video was a breath of honesty
as an educational content creator myself, i was hoping someone would cover this topic with truth — and you did it brilliantly
you’re not just making content, you’re shaping courage in others like me
respect, brother
keep leading the way
""",0,2025-05-31,09:33:35,[0.9813835],English,Roman
28976,dear dhruv rathi your own military has accepted that around 5 fighter jets has been shoot down by pakistan including rafael jets,0,2025-05-31,09:33:36,[0.9885297],English,Roman
28977,ab aya na tu shi line pr,0,2025-05-31,09:33:36,[0.08861503],Serbian (Roman),Roman
28978,jai hind,0,2025-05-31,09:33:36,[0.30589724],German,Roman
28979,"dhruv sir as a pakistani hum ap ki batan ek second ka lya man laty han but i have one doubt why every time near to election's in india
why why why ...",0,2025-05-31,09:33:38,[0.9267492],English,Roman
28980,kha pr kiya kha kiya?,0,2025-05-31,09:33:40,[0.4526663],English,Roman
28981,"i accept that the pakistani army has attacked civilians in india
but did your country's army not kill any civilians in the attacks it carried out in pakistan?",0,2025-05-31,09:33:42,[0.9643992],English,Roman
28982,,0,2025-05-31,09:33:42,[0.9875925],Haitian Creole,Roman
28983,,0,2025-05-31,09:33:44,[0.9875925],Haitian Creole,Roman
28984,kam se kam hame pakistan jaisa nahi banana hai jihadi soch,0,2025-05-31,09:33:47,[0.1552696],English,Roman
28985,but ye pahelgam attack ek shadyantr lagta hai bihar election ke liye,0,2025-05-31,09:33:49,[0.5398014],English,Roman
28986,pakistan ne jo attack kiya wo bta kr kiya 8:20 all international media pe 8:20,0,2025-05-31,09:33:50,[0.37497646],English,Roman
28987,,0,2025-05-31,09:33:00,[0.9875925],Haitian Creole,Roman
28988,to no khilaf bola but modi ka b bolo muslims k khilaf hy hr country ka to nam ly lia,0,2025-05-31,09:33:01,[0.39054236],English,Roman
28989,"bharat hamesha se jab attack karta hai civilion abadi par karta hai... yeh zulm nahi aam logo ko shaheed karna
pakistan ko gaza samjh liya hai kiya?",0,2025-05-31,09:33:02,[0.16368783],English,Roman
28990,hasi a rahe h wah from pakistan,0,2025-05-31,09:33:05,[0.55061436],English,Roman
28991,"jis tum aatanki keh rahay ho wo 7 saal ka bacha irtiza ha
sharam nhe ayi tumhe",0,2025-05-31,09:33:13,[0.10078188],Tagalog,Roman
28992,isme pakistan ko expose karne ki baat ek v nhi hai mat dekho,0,2025-05-31,09:33:14,[0.18003802],English,Roman
28993,good job,0,2025-05-31,09:33:15,[0.9627148],English,Roman
28994,"again in this video, it’s clear that a lot of content was directly lifted from pakistani youtubers
now you’re claiming to rely on “international media”?
let’s be honest — in your last video, the overwhelming majority of your sources came straight from indian mainstream media, commonly referred to as godi media
that’s exactly why so many viewers felt the coverage was one-sided and not rooted in real research or balanced reporting
you’re repeating the same old narrative about the pakistan army and extremist elements —topics that have already been widely discussed, criticized, and exposed by pakistanis themselves
that chapter is done and dusted after fatf clearances
if you truly claim to be unbiased and a seeker of truth, then in your next video, you should also shed light on what india is doing in balochistan truth about kulbhishan yadav and its growing ties with the ttp
ignoring these aspects while constantly spotlighting pakistan creates the exact imbalance you say you’re against
people aren’t asking for favoritism — they’re asking for fairness
if you’re going to call out one side, have the courage to call out the other too
that’s what you did in this video i really appreciate
otherwise, your credibility will continue to be questioned as godi media andbhagat",0,2025-05-31,09:33:15,[0.9475446],English,Roman
28995,chandan kumar is a,0,2025-05-31,09:33:15,[0.9590182],English,Roman
28996,kitnay rafale thay,0,2025-05-31,09:33:17,[0.36765593],Italian,Roman
28997,zada bateen jhut hoti hen tumhari,0,2025-05-31,09:33:24,[0.2528018],English,Roman
28998,13:53 article pakistani ne likha hai ye toh dekh leta,0,2025-05-31,09:33:28,[0.10852578],Kannada,Devanagari
28999,app kuch nahi jantay sirf koi news per kay aa jatay ho,0,2025-05-31,09:33:30,[0.19896637],Cebuano,Roman
29000,up      ki khabrein bahar aati hain..,0,2025-05-31,09:33:31,[0.29984182],Finnish,Roman
29001,i will always support you love you from northeast nagaland,0,2025-05-31,09:33:32,[0.94352037],English,Roman
29002,"3:58 .. how ironic lol, journey from pakistan attacked ---) to pakistan's accusation of india being involved in false flag
you people can't even stand on your own words, idiots!",0,2025-05-31,09:33:00,[0.93264216],English,Roman
29003,u only blame other countries not yours,0,2025-06-03,10:09:44,[0.7079904],English,Roman
29004,just whitewashing his image,0,2025-06-03,10:10:57,[0.995744],English,Roman
29005,you have lost my respect,0,2025-06-03,10:13:04,[0.97614366],English,Roman
29006,murshidabad per bhi video bana le ek fir,0,2025-06-03,10:13:06,[0.14450729],Walloon,Roman
29007,someone be like mujhe kyu toda,0,2025-06-03,10:13:20,[0.9099811],English,Roman
29008,what about rafale jets,0,2025-06-03,10:13:42,[0.8617058],English,Roman
29009,yr apky pass both brain ap to insan ho hi nhi ap aik ai ho apko hr cheez ki knowledge ha,0,2025-06-03,10:15:24,[0.55743164],English,Roman
29010,tu ne bageshwar baba ko pakhandi kaha tu bohot buri mout marega dekh lena,0,2025-06-03,10:15:59,[0.19452645],English,Roman
29011,bad video you ar sooo mantel,0,2025-06-03,10:16:33,[0.43945247],English,Roman
29012,pani rok dena ye bhi ek jumla hai sahab ka,0,2025-06-03,10:18:03,[0.16165873],Cornish,Roman
29013,congress ke khilaf bhi aawaj uthao bhai..,0,2025-06-03,10:18:49,[0.4034352],English,Roman
29014,mujhe yeh batao jiske janaze mai sareek hue wo atankwadi hai wo 7saal ka bacha atangwadi hai kya 3 saal ki bachi atangvadi hai kya wo 7 women jo apne baad chote chote bache chorke gye hai wo atangwadi hai mai tumhe bhut passand karta tha ab nhi mujhe bus itna jawab do,0,2025-06-03,10:18:58,[0.19776559],English,Roman
29015,"make a video on civic sense .. obviously who don't have civic sense, they will not watch that video",0,2025-06-03,10:22:34,[0.980846],English,Roman
29016,50,0,2025-05-31,09:33:00,[0.18185225],French,Roman
29017,"dhruv now deal with modi
ab ya kbi modi ky against nhi boly gy.. india main b to rehana h rozi roti ka sawal h",0,2025-05-31,09:32:42,[0.6382434],English,Roman
29018,kitnay rafale thay,0,2025-05-31,09:32:43,[0.36765593],Italian,Roman
29019,sir app apna chainal bacha rahe ho,0,2025-05-31,09:32:43,[0.45909747],English,Roman
29020,"the pakistani army is rooted in the hearts of the people
the army and the people are one soul and two bodies",0,2025-05-31,09:32:44,[0.97737604],English,Roman
29021,"reuters article is fake ,
written by pakistani writers",0,2025-05-31,09:32:45,[0.96481466],English,Roman
29022,punjab wala video kyu delete kiya me dekha bhi nhi,0,2025-05-31,09:32:45,[0.9252515],English,Roman
29023,thankyou sir,0,2025-05-31,09:32:48,[0.7132573],English,Roman
29024,raksha mantri ko bhi karenge,0,2025-05-31,09:32:48,[0.20195429],English,Roman
29025,do you know india is involve in pahalgam attack please do research,0,2025-05-31,09:32:50,[0.945003],English,Roman
29026,dhruv rathi ki video dekhne mein pta lagta hai india ki godi media aur pakistan ki godi media dono ek baar mein khatam ho jata hai unka pura jhoot pakad mein a jata hai,0,2025-05-31,09:32:50,[0.19432937],English,Roman
29027,aor hamas k liye?,0,2025-05-31,09:32:51,[0.19295822],English,Roman
29028,please make a video on business case study,0,2025-05-31,09:32:52,[0.8828674],English,Roman
29029,kitnay rafale thay,0,2025-05-31,09:32:55,[0.36765593],Italian,Roman
29030,kom,0,2025-05-31,09:32:56,[0.6853212],Swedish,Roman
29031,"napaak ki napaak army ke top punjabi officers aatank ki industries chala kar apne desh ko badnaam aur bharat & duniya ko barbad karke amrica & china ko blackmail karke blood mony se west me property kharid kar aish karte hain, yahi aatanki bharat aur world peaceful democracies ke final target hain aur rahenge, ""naapaak aatank is clear & present danger""",0,2025-05-31,09:32:58,[0.42705688],English,Roman
29032,as a pakistani i condemn all the mistakes done by the government of pakistan   including hafiz abdul rauf..,0,2025-05-31,09:32:21,[0.9558261],English,Roman
29033,you are fraudulent fraud,0,2025-05-31,09:32:21,[0.8682515],English,Roman
29034,standwithmohakmangal please bhai support him make a video on him please bhai i know you have more problem carefully make video bhai,0,2025-05-31,09:32:23,[0.9720729],English,Roman
29035,"don't fool pakistani, you are the part of godi media campaign
operation sindoor is a false flag operation, modi did the attack with the help of raw for the election purpose to blame pakistan and gain more votes
if you are really the truth lover then make a video against rss
show her agenda",0,2025-05-31,09:32:24,[0.9565726],English,Roman
29036,i am a pakistani par jab india k logo ko sunta hon to aisa lagta sab sach hai aur pakistan k logo ko sunta hon to aisa lagta hai wo sach hai pta nhi ho kya gya duniya ko pagal kar dia awam q yeh attack jung kya hota hai sukoon se nhi reh sakte mughe to khaas wagah nhi lag rhi jung ki sab aise bol rhe hai jaise bas wo sache hai,0,2025-05-31,09:32:25,[0.32581925],English,Roman
29037,jo kitab ka kah rahe tm ye ghalat ha ma dr ho ab tak ayse koi b bat nazar ni aye na pore mazhab ma ayse bat ha koi so ye ghalat ha,0,2025-05-31,09:32:29,[0.12441249],Sundanese,Roman
29038,"the bbc article published at 13:44 did not claim that only one jet was downed
a reuters piece at 13:49 reported two jets shot down; pakistan said five, while india declined to comment
with these accounts, how did you determine the number of downed fighters was 0–2?
international media suggest the range should be 1–2",0,2025-05-31,09:32:32,[0.97445315],English,Roman
29039,"jai hind
jai bharat",0,2025-05-31,09:32:35,[0.16787344],English,Roman
29040,pakistan jindabad bolne wale logo ka video nahi mila kya,0,2025-05-31,09:32:36,[0.33462462],English,Roman
29041,",      -      -      --               -    -       -        -  buldozer      -",0,2025-05-31,09:32:36,[0.33926675],Italian,Roman
29042,"if people from all side hates you
that means you are doing something good
not to just pleased any side..",0,2025-05-31,09:32:38,[0.9747797],English,Roman
29043,wah wah bhut khob 09:27,0,2025-05-31,09:32:40,[0.35749078],English,Roman
29044,sarkarrr america charahay hmaray lun pay,0,2025-05-31,09:32:41,[0.311903],English,Roman
29045,"aby dhakan un wala afssos kr raha hain tmhara nuqsan par
such jooth to baad ma pata chala ga",0,2025-05-31,09:32:41,[0.14823754],Sundanese,Roman
29046,,0,2025-05-31,09:32:41,[0.9875925],Haitian Creole,Roman
29047,nice try to stay neutral,0,2025-05-31,09:32:42,[0.95117766],English,Roman
29048,pakistan zindabad,0,2025-05-31,09:31:53,[0.5192127],English,Roman
29049,"md imtiyaz jee hamare saran district( bihar) ke hai
md imtiyaz zindabad",0,2025-05-31,09:31:53,[0.43605644],English,Roman
29050,love from nepal,0,2025-05-31,09:31:55,[0.8304623],English,Roman
29051,you are not any site you are neutral,0,2025-05-31,09:31:59,[0.97421193],English,Roman
29052,kafi dino baad video aye hai aapki,0,2025-05-31,09:31:59,[0.31869876],English,Roman
29053,"i also commented the same thing on the video you posted!
that earlier your video seemed to be full of facts because it had some bad things about india in it
now when it comes to india, meaning the indian government, these people are not able to tolerate it",0,2025-05-31,09:32:00,[0.97764796],English,Roman
29054,"agar jang karni hai to fooj ke ssath karo.. civilion ko kyon bharat nishana bnata hai
?",0,2025-05-31,09:32:00,[0.25093994],English,Roman
29055,present any evidence or stop making false claims,0,2025-05-31,09:32:02,[0.77242047],English,Roman
29056,tera cmt section padke dekh jada tar muslim honge or tera views v to ab kam ane laga hai,0,2025-05-31,09:32:08,[0.3910658],English,Roman
29057,bhai tumhe itni safai deneki koi zaroorat nahi hai.. we trust you and we love you,0,2025-05-31,09:32:14,[0.6643336],English,Roman
29058,"thank you so much for exposing hindutva terror in india that was much needed  whether it is india or pakistan extremism is everywhere, we should always raised voice against these extremist
one thing i wanna say to you the picture of shehbaz sharif you printed on thumbnail in a evil way that was not right because he is the one in their past records whose government faced downfall just because he wanted peace agreement between india and pakistan,mostly pak government want peace agreement and encouraged trade between both country but sadly the extremist organizations did not want this as a result whenever they do peace talks all of sudden there had been a terror attack in india so its a request to all pakistanis please put pressure on your government to thoroughly and practically banned such organizations as it affects both country!
!",0,2025-05-31,09:32:16,[0.97320694],English,Roman
29059,ani le kar video chahiye,0,2025-05-31,09:32:17,[0.28804103],Romanian,Roman
29060,covid 19 is ka video banao sir,0,2025-05-31,09:32:18,[0.9247363],English,Roman
29061,"bhai jaan where was indian army where was raw why near boarder area are not secure?
this is not a question or you are also just here to discuss like others brother first of all why not indian government share officially news who are responsible from india ?",0,2025-06-03,10:23:42,[0.9888409],English,Roman
29062,don’t see any valid response at all just some examples it should have been a strong response ?,0,2025-06-03,10:24:45,[0.92597747],English,Roman
29063,same like indian media sab jhoot,0,2025-06-03,10:25:11,[0.80993253],English,Roman
29064,"some indians are asking : where are the proofs of the claim of downing their aircrafts including rafaels by pakistan?
/ your media is not showing you the images of crashed planes
proof no
1 : the images are enough to verify that one rafael was downed by paf after matching the serial number [bs-001] and the engine of the rafael which was operated by iaf
2 : an image of crashed jet engine confirming that its a mirage 2000
3 : image of a double seater jet and two saturn al-31f engines used in su 30 crashed in fields of a village
all these proofs confirms atleast three kills by pakistan air force",0,2025-06-03,10:25:23,[0.9677759],English,Roman
29065,baki tu bhoukta rah tu wyse v wo hy jo sab log bolte hain,0,2025-06-03,10:26:34,[0.14188685],French,Roman
29066,frans me library jalane balo per to video banao,0,2025-06-03,10:28:16,[0.46431747],English,Roman
29067,,0,2025-06-03,10:30:17,[0.9875925],Haitian Creole,Roman
29068,army pending bharty pr video bnado,0,2025-06-03,10:30:31,[0.528233],English,Roman
29069,"at 15:08 , according to you, funeral paryers are shown, but whatever is being recited there that doesn't belong to the funeral prayer
so correct your content , please",0,2025-06-03,10:30:57,[0.967194],English,Roman
29070,jai hind,0,2025-06-03,10:31:24,[0.30589724],German,Roman
29071,jai hind jai bharat,0,2025-06-03,10:31:44,[0.16787344],English,Roman
29072,"0:38
ma na sab ka hilaf bola ha
positive bi bol lo kabi
oh!
views nahi ate?
godi rathee
har kisi ki godi ma batna wala rathee",0,2025-06-03,10:32:39,[0.11725047],Tagalog,Roman
29073,sharmishta per video banao bhai,0,2025-06-03,10:33:29,[0.42889813],English,Roman
29074,just accept this battle was himiliating for india,0,2025-06-03,10:35:45,[0.98649424],English,Roman
29075,basically he is right he one of our agents providing pakistan vital information of india  he is really against his country and modi godi media,0,2025-05-31,09:31:51,[0.9790427],English,Roman
29076,,0,2025-05-31,09:31:22,[0.9875925],Haitian Creole,Roman
29077,keep barking,0,2025-05-31,09:31:23,[0.98526835],English,Roman
29078,very information video,0,2025-05-31,09:31:24,[0.8818377],English,Roman
29079,"desperate try to be the same again
but i still like your most of the content",0,2025-05-31,09:31:26,[0.9252919],English,Roman
29080,bhartiya unity  jindabad,0,2025-05-31,09:31:27,[0.6785366],English,Roman
29081,"yar jo bi hu per main yahi kahun ga kha
pakistan zindabad",0,2025-05-31,09:31:28,[0.18054582],Malay,Roman
29082,bagerat insan ase bannam karne se pakistan  badnam ni hota tum inden ke ganad ban kardi h asam moneer ne  ab jo kaho hame kya,0,2025-05-31,09:31:31,[0.06938572],English,Roman
29083,"you are giving all the references from indian news channels so can people will believe?
you are not right always",0,2025-05-31,09:31:33,[0.95153916],English,Roman
29084,two times trf claim,0,2025-05-31,09:31:35,[0.7681106],English,Roman
29085,bhartiya ekta jindabad,0,2025-05-31,09:31:42,[0.32739508],English,Roman
29086,27:52 sab kuch badhiya tha wire aur news laundry ko dekh ke dimag satka,0,2025-05-31,09:31:45,[0.29153645],English,Roman
29087,"recently your videos feel too much distracted
focusing less on main topic
genuine feedback - while scripting leave out your personal feelings; focus on main topic
all the best",0,2025-05-31,09:31:48,[0.9385612],English,Roman
29088,script achi lekhi hai itne din ke bad,0,2025-05-31,09:31:48,[0.26707208],Romanian,Roman
29089,bro ur right pakistani army honycarak hai apni country k liye,0,2025-05-31,09:31:48,[0.20901154],English,Roman
29090,combat khatm ho gya ab to bta do,0,2025-05-31,09:31:50,[0.6639552],English,Roman
29091,abe jemewari nahi zimadari hota h,0,2025-05-31,09:31:51,[0.15468891],Indonesian,Roman
29092,"lanat hai, jhoote, tum ne apni credibility lost kerdi chahe jitni bhi explanation do",0,2025-06-03,10:38:00,[0.41013342],English,Roman
29093,bihar election ke video banani chahie,0,2025-06-03,10:40:13,[0.6989702],English,Roman
29094,dhruv bhai you forgot the mentioning the rafil if you make next video totally brief rafil and show how to destroyed by pakistani air force i know it is impossible to make a such video because godi media cant do this.....,0,2025-06-03,10:40:44,[0.8635669],English,Roman
29095,pakistan murdabad pakostani awam muradabad,0,2025-06-03,10:42:04,[0.50065136],English,Roman
29096,tu kon he bolne vala,0,2025-06-03,10:43:09,[0.45484024],English,Roman
29097,"dhruv rathee must have to distance himself from these war stuff, his credibility and reputation is decreasing significantly
in the end, if he was to choose the easy and curropt way of supporting modi, why he did all the struggles",0,2025-06-03,10:47:26,[0.9913921],English,Roman
29098,"india did attack on pakistan without any evidence and investigation
druve rathe save her channel by supporting modi nerative otherwise his channel maybe ban like many pakistani channels
nowadays druve rathe has become godi media itself",0,2025-06-03,10:47:27,[0.97654825],English,Roman
29099,everything is for bihar election,0,2025-06-03,10:49:48,[0.979972],English,Roman
29100,you are following indian agenda against pakistan this video is base on lies and show how much you are foolish just want to laugh at you from pakistan,0,2025-06-03,10:52:45,[0.9850383],English,Roman
29101,kuch kuch sach bhi bola hai,0,2025-06-03,10:53:25,[0.25013548],English,Roman
29102,indian's  drop a like,0,2025-05-31,09:31:16,[0.901057],English,Roman
29103,ajj tum sahi bole,0,2025-05-31,09:31:18,[0.26595387],English,Roman
29104,ma-dra_sa chap people don't have the gut to accept truths since 600ad,0,2025-05-31,09:31:18,[0.9649096],English,Roman
29105,pakistan k nam pe kitne logo ka youtuber ka rozgar chal raha hy,0,2025-05-31,09:31:18,[0.10978296],English,Roman
29106,dar raha kahi chenel na block kr dy modi land,0,2025-05-31,09:31:20,[0.25768715],English,Roman
29107,super news,0,2025-05-31,09:31:22,[0.51042354],English,Roman
29108,"most indian with no civics sense are most kattarbadi...they dont use any logics, feelings, and even common sense",0,2025-05-31,09:30:48,[0.87009895],English,Roman
29109,bro tu rehna dai.. tujh sa nhi ho ga.. channel bacha lai apna tu,0,2025-05-31,09:30:49,[0.16176791],Croatian,Roman
29110,jay hind,0,2025-05-31,09:30:51,[0.38557997],English,Roman
29111,evidence do fake information dy raha apne logo ko bina kesi evidence kasy bol sakta yah sab pakistan ny karwaya hai saly jhooty,0,2025-05-31,09:30:52,[0.35420236],English,Roman
29112,"are not you ashamed when you called hitting citizen sites in india when you army person himself said they have hit 26 military bases and said if pak stop hitting military bases we can negotiate?
that’s your credibility even you crossed burka datt as well",0,2025-05-31,09:30:53,[0.9795272],English,Roman
29113,you suppoort stupid descision about this terission in india,0,2025-05-31,09:30:54,[0.8870836],English,Roman
29114,sab politics hai,0,2025-05-31,09:30:58,[0.62830454],English,Roman
29115,expose ani plzz,0,2025-05-31,09:30:58,[0.49361694],English,Roman
29116,dhruv rathi is a spy also..,0,2025-05-31,09:31:01,[0.8138337],English,Roman
29117,dhruv rathee zindabad,0,2025-05-31,09:31:06,[0.38475212],English,Roman
29118,,0,2025-05-31,09:31:13,[0.9875925],Haitian Creole,Roman
29119,"hey dhruv, have you done any program on the horrendous six month plus inhuman lockdown and brutal crackdown of the kashmiri people after the revocation of article 370?",0,2025-05-31,09:31:13,[0.8234423],English,Roman
29120,"modi and your fellow countryman needs more advice than pakistan audience
make your own house in order bro
this humdutva jingoism would be more dangerous for india",0,2025-05-31,09:31:15,[0.92057383],English,Roman
29121,one of the best video ever watch in your channel i am so impressed thank you so much for bringing out such a great topic i am really really mesmerized thank you so much,0,2025-06-03,10:36:43,[0.9537629],English,Roman
29122,sir 2 cheek post khatam kyo kari ap sirf ye he poch le,0,2025-06-03,10:36:43,[0.67279285],English,Roman
29123,sir 2 cheek post khatam kyo kari ap sirf ye he poch le,0,2025-06-03,10:36:58,[0.67279285],English,Roman
29124,"india become world leader if dhruv rathee become prime minister of india
jai hindu
jai muslims",0,2025-06-03,10:58:42,[0.8847299],English,Roman
29125,jaa goo khale dhruv tujhe bhi ‘kabaj’ lagi hai,0,2025-06-03,10:58:55,[0.28485405],English,Roman
29126,"before i start to hear ur video keep in mind that, doesn't matter whatever u show, world still and will still to this day see's u something re pu lsive after ur support for is r@el,thora saram kaaro saar, world don't w a n t u saar",0,2025-06-03,11:05:12,[0.9202074],English,Roman
29127,?,0,2025-06-03,11:05:25,[0.9512801],French,Roman
29128,"dhruv rathi still not accepting that , indian so called raffale military jets are not destroyed
what nonsense  even french company accepted that the indian army didn't know how to use use raffale properly
i want to ask a question plzz tell me how the shares of raffale goes down in international market after pakistan operation?",0,2025-06-03,11:05:46,[0.95365286],English,Roman
29129,mai pakistani muslim ho mgr ap ki bat bilkul  sahi ha,0,2025-06-03,11:05:46,[0.13986148],Breton,Roman
29130,you are cognitive dissonance,0,2025-06-03,11:06:02,[0.9203538],English,Roman
29131,is banday ka thumbnail he daikho to shakal s makari aur jhot tpak rha h,0,2025-06-03,11:07:34,[0.7620747],English,Roman
29132,both countary are lair,0,2025-06-03,11:08:06,[0.9954853],English,Roman
29133,pakistan will take responsibility of pehalgam attack if india gives any solid proof otherwise not,0,2025-05-31,09:30:37,[0.6629182],English,Roman
29134,both bari galat femi hy teri paksitan me dekhte hy,0,2025-05-31,09:30:38,[0.24854335],Albanian,Roman
29135,pakistan zindah bad,0,2025-05-31,09:30:41,[0.42785236],English,Roman
29136,economic times toh times of india ka hi wing hai jiska tv channel times hai,0,2025-05-31,09:30:43,[0.6522339],English,Roman
29137,hindu se itni nafrat kyu he bhai tujhe,0,2025-05-31,09:30:43,[0.38284883],English,Roman
29138,your research work is zero,0,2025-05-31,09:30:46,[0.96834177],English,Roman
29139,"what's about murshidabad's hindu ?
?
when the question about hindus life then why your so call secular voice is stuck?",0,2025-05-31,09:30:47,[0.8933266],English,Roman
29140,ani exposed video,0,2025-05-31,09:30:12,[0.90913665],English,Roman
29141,"whatever you say dhruve, but the fact remains that indian army officials and its media are the most notorous in the world when it comes to telling lies",0,2025-05-31,09:30:12,[0.95219386],English,Roman
29142,"but we can't solved the problem practically no body interfere at other problem theoretically lots of innocent mind were unemployed school, college ,university is not responsible they can't provide us job they only take fees but not in return .govt. is working on that from long year ago",0,2025-05-31,09:30:15,[0.98079187],English,Roman
29143,"while criticizing pakistan,
the method of defaming hindu religion is a bit casual militants targeted hindus and killed them but according to you, it is wrong to anger hindus and show resentment, this is your hypocrisy",0,2025-05-31,09:30:21,[0.95664185],English,Roman
29144,but you attacked the civilians by your operation suhaagraat,0,2025-05-31,09:30:29,[0.920764],English,Roman
29145,"maturity is when you realise muslims and hindus,pakistanis and indians are not enemies for each other but the governments are",0,2025-05-31,09:30:30,[0.9022079],English,Roman
29146,bhai nepal ke liye bhi kardo,0,2025-05-31,09:30:32,[0.2387228],English,Roman
29147,but dhrav only 10 minute after the incident india blame on pakistan why,0,2025-05-31,09:30:33,[0.87872434],English,Roman
29148,"pakistan ne pahle 26/11 mumbai attack ko bhi deny kia tha lekin fir 2018 me nawaz sharif ne public speech me accept kia pakistan ka role similarly pakistan ne osama bin laden ka bhi pakistan me presence deny kia tha baad me america ne osama bin laden ko pakistan me dhoondh kar mara
pakistan is master of denial they support terr0rism and deny",0,2025-05-31,09:30:33,[0.46597415],English,Roman
29149,good one,0,2025-05-31,09:30:35,[0.8871314],English,Roman
29150,tera bap to dehli se hat gaya tu abhi v hai,0,2025-05-31,09:30:35,[0.23208499],English,Roman
29151,u r telling lie,0,2025-05-31,09:30:35,[0.36585164],English,Roman
29152,at the end u r just a delusional indian precised attacks and intercepting pak drones lol baki sab duniya k analyst sab bewaqoof hain jitney bhi indian hai wo authentic hain,0,2025-06-03,10:53:25,[0.7304531],English,Roman
29153,why don't you make videos on what happened to the indian villages on borders,0,2025-06-03,10:55:00,[0.9723251],English,Roman
29154,"aur kitna besharmo ki tarah reply karta jayega karta jayega ,thorasaato saram karle",0,2025-06-03,10:55:29,[0.3637599],English,Roman
29155,tum fact ki bat karty tu phir hmy koi aitraz nhi tha,0,2025-05-31,09:29:52,[0.23242582],English,Roman
29156,"worst human being i have ever seen dhruv rathee
shame on your integrity bro!",0,2025-05-31,09:29:53,[0.9471125],English,Roman
29157,aur pakistan ki bhi,0,2025-05-31,09:29:54,[0.43822128],English,Roman
29158,druv why always hindu,0,2025-05-31,09:29:55,[0.78352016],English,Roman
29159,"27:46 the wire , newslaundry ki baat mat kr  kuch bhi chapte hai",0,2025-05-31,09:29:59,[0.35924095],English,Roman
29160,"pakistan army is for the people of pakistan and from the people of pakistan, worry about your army
we are happy with our great pak army",0,2025-05-31,09:30:01,[0.9748854],English,Roman
29161,"pakistan ka sab pehle hi khul chuka hai
rathi ji yeh bataane nahi aaye hain
jo baki krh rahe hain
wahi inka majn goal hai",0,2025-05-31,09:30:01,[0.26164377],English,Roman
29162,hat's off to you,0,2025-05-31,09:30:04,[0.9876025],English,Roman
29163,is he a leftist or a right wing person ?,0,2025-05-31,09:30:05,[0.9602811],English,Roman
29164,bharatiya ekta zindabad,0,2025-05-31,09:30:07,[0.46695003],English,Roman
29165,pok nhi poke,0,2025-05-31,09:30:09,[0.7480387],English,Roman
29166,keep it up bro,0,2025-05-31,09:30:09,[0.9579125],English,Roman
29167,pakistan ki ghareeb aor aam awam ko kiya karna chahye is mushkil situation say nikalne k liye please ispe video banaye,0,2025-05-31,09:30:11,[0.7321672],English,Roman
29168,hm andha han jo hme strikes nzr ni i han,0,2025-05-31,09:30:11,[0.3574261],Waray,Roman
29169,bhai ape sadam hussain pe video bena sakte ho,0,2025-06-03,11:23:05,[0.39519897],Romanian,Roman
29170,please see your news and your military officer statement and political leaders interviews,0,2025-05-31,09:29:31,[0.96403325],English,Roman
29171,-,0,2025-05-31,09:29:32,[0.4565078],Italian,Roman
29172,why india does not accept the free independent investigation offer if want to blame pakistan you will get it ?,0,2025-05-31,09:29:35,[0.9073639],English,Roman
29173,another try to become godi media,0,2025-05-31,09:29:37,[0.9567433],English,Roman
